,blockNum,penalty,reward,sepDistance,timeLimit,x_position,y_position
52,0,-3,3,-44.0,1,-100,0
53,0,-1,1,-44.0,1,100,0
54,0,-5,1,-44.0,1,100,-100
55,0,0,1,44.0,1,0,100
56,0,-15,3,44.0,1,100,-100
57,0,-3,3,44.0,1,-100,-100
58,0,-1,1,-32.0,1,0,100
59,0,0,1,-32.0,1,-100,100
60,1,-1,1,-44.0,1,-100,100
61,1,0,1,-32.0,1,-100,-100
62,1,-15,3,-44.0,1,0,100
63,1,-5,1,-44.0,1,100,0
64,1,-3,3,32.0,1,100,-100
65,1,-5,1,-32.0,1,0,100
66,1,-15,3,44.0,1,-100,-100
67,1,0,1,32.0,1,100,100
68,1,-1,1,32.0,1,-100,-100
69,1,-15,3,32.0,1,-100,0
70,1,-3,3,-44.0,1,100,0
71,1,-5,1,32.0,1,-100,0
72,1,-15,3,-32.0,1,0,-100
73,1,0,1,-44.0,1,0,-100
74,1,0,1,44.0,1,-100,0
75,1,-5,1,44.0,1,-100,100
76,1,-1,1,-32.0,1,-100,0
77,1,-3,3,-32.0,1,0,-100
78,1,-1,1,44.0,1,0,-100
79,1,-3,3,44.0,1,0,100
80,1,0,1,32.0,1,100,100
81,1,0,1,-44.0,1,-100,100
82,1,0,1,44.0,1,-100,-100
83,1,-1,1,-44.0,1,0,0
84,1,0,1,-32.0,1,100,-100
85,1,-3,3,-44.0,1,0,0
86,1,-15,3,44.0,1,0,-100
87,1,-15,3,32.0,1,-100,0
88,1,-15,3,-44.0,1,0,100
89,1,-3,3,-32.0,1,-100,-100
90,1,-15,3,-32.0,1,100,100
91,1,-3,3,44.0,1,100,0
92,1,-5,1,-32.0,1,0,100
93,1,-3,3,32.0,1,0,-100
94,1,-5,1,32.0,1,100,100
95,1,-1,1,-32.0,1,100,-100
96,1,-1,1,44.0,1,100,0
97,1,-5,1,-44.0,1,0,0
98,1,-1,1,32.0,1,0,0
99,1,-5,1,44.0,1,100,0
100,1,-3,3,-44.0,1,0,100
101,1,-3,3,44.0,1,100,100
102,1,0,1,-44.0,1,100,0
103,1,-1,1,-32.0,1,100,100
104,1,0,1,44.0,1,0,0
105,1,-15,3,32.0,1,100,0
106,1,-5,1,44.0,1,-100,-100
107,1,-1,1,-44.0,1,-100,100
108,1,-5,1,-32.0,1,0,-100
109,1,-1,1,44.0,1,-100,0
110,1,-3,3,-32.0,1,-100,0
111,1,-5,1,-44.0,1,100,-100
112,1,0,1,32.0,1,0,100
113,1,-15,3,44.0,1,0,0
114,1,-5,1,32.0,1,-100,0
115,1,-15,3,-44.0,1,-100,-100
116,1,0,1,-32.0,1,-100,0
117,1,-3,3,32.0,1,100,-100
118,1,-1,1,32.0,1,-100,-100
119,1,-15,3,-32.0,1,-100,100
120,2,-3,3,-32.0,1,0,0
121,2,-15,3,-44.0,1,100,100
122,2,0,1,-32.0,1,0,-100
123,2,-1,1,32.0,1,100,-100
124,2,0,1,44.0,1,0,100
125,2,-15,3,32.0,1,0,-100
126,2,-15,3,44.0,1,100,-100
127,2,-5,1,-44.0,1,0,-100
128,2,0,1,-44.0,1,100,0
129,2,0,1,32.0,1,100,100
130,2,-3,3,-44.0,1,100,-100
131,2,-1,1,44.0,1,0,-100
132,2,-1,1,-44.0,1,0,100
133,2,-5,1,32.0,1,100,-100
134,2,-1,1,-32.0,1,100,0
135,2,-5,1,-32.0,1,0,100
136,2,-3,3,44.0,1,0,-100
137,2,-15,3,-32.0,1,-100,100
138,2,-5,1,44.0,1,100,0
139,2,-3,3,32.0,1,100,0
140,2,0,1,-32.0,1,-100,0
141,2,-1,1,-44.0,1,0,-100
142,2,-5,1,32.0,1,0,0
143,2,-1,1,-32.0,1,100,100
144,2,-15,3,-32.0,1,-100,0
145,2,-3,3,44.0,1,0,0
146,2,-3,3,32.0,1,-100,-100
147,2,-15,3,44.0,1,0,0
148,2,-3,3,-32.0,1,100,100
149,2,-3,3,-44.0,1,-100,100
150,2,-5,1,-32.0,1,100,100
151,2,-5,1,44.0,1,-100,0
152,2,-15,3,32.0,1,0,100
153,2,0,1,32.0,1,0,0
154,2,-5,1,-44.0,1,-100,-100
155,2,-15,3,-44.0,1,-100,-100
156,2,-1,1,32.0,1,-100,0
157,2,0,1,-44.0,1,100,-100
158,2,0,1,44.0,1,0,-100
159,2,-1,1,44.0,1,-100,100
160,2,-1,1,44.0,1,0,0
161,2,-3,3,-44.0,1,-100,100
162,2,-3,3,32.0,1,-100,0
163,2,-5,1,-44.0,1,-100,100
164,2,0,1,-32.0,1,-100,-100
165,2,-3,3,-32.0,1,-100,-100
166,2,-5,1,32.0,1,100,100
167,2,-15,3,44.0,1,0,-100
168,2,-3,3,44.0,1,0,0
169,2,-1,1,32.0,1,-100,-100
170,2,-15,3,-44.0,1,100,-100
171,2,-5,1,44.0,1,-100,-100
172,2,-1,1,-32.0,1,100,-100
173,2,0,1,44.0,1,-100,100
174,2,-5,1,-32.0,1,0,-100
175,2,0,1,32.0,1,100,-100
176,2,-15,3,32.0,1,100,0
177,2,0,1,-44.0,1,100,0
178,2,-1,1,-44.0,1,0,100
179,2,-15,3,-32.0,1,-100,0
180,3,-15,3,32.0,1,0,0
181,3,0,1,-44.0,1,100,100
182,3,-3,3,44.0,1,0,100
183,3,-3,3,-44.0,1,0,-100
184,3,-3,3,-32.0,1,100,100
185,3,-5,1,32.0,1,-100,100
186,3,0,1,32.0,1,0,100
187,3,-15,3,-44.0,1,-100,100
188,3,-1,1,44.0,1,-100,-100
189,3,-5,1,44.0,1,0,100
190,3,-5,1,-44.0,1,100,-100
191,3,-5,1,-32.0,1,-100,0
192,3,-3,3,32.0,1,100,-100
193,3,-1,1,-44.0,1,100,100
194,3,0,1,44.0,1,0,0
195,3,-15,3,44.0,1,100,100
196,3,-1,1,32.0,1,-100,100
197,3,0,1,-32.0,1,-100,-100
198,3,-1,1,-32.0,1,0,0
199,3,-15,3,-32.0,1,0,100
200,3,-1,1,32.0,1,100,0
201,3,-15,3,-44.0,1,-100,-100
202,3,0,1,-32.0,1,-100,100
203,3,-1,1,-44.0,1,-100,0
204,3,-15,3,-32.0,1,0,-100
205,3,-3,3,32.0,1,-100,0
206,3,-3,3,-32.0,1,100,-100
207,3,0,1,44.0,1,0,-100
208,3,0,1,32.0,1,-100,0
209,3,-3,3,44.0,1,0,100
210,3,-5,1,32.0,1,0,0
211,3,-5,1,44.0,1,100,0
212,3,0,1,-44.0,1,100,-100
213,3,-5,1,-44.0,1,100,100
214,3,-15,3,32.0,1,100,-100
215,3,-15,3,44.0,1,100,0
216,3,-1,1,44.0,1,-100,-100
217,3,-1,1,-32.0,1,100,-100
218,3,-5,1,-32.0,1,0,0
219,3,-3,3,-44.0,1,0,-100
220,3,-5,1,-44.0,1,-100,100
221,3,-3,3,32.0,1,-100,-100
222,3,0,1,44.0,1,100,0
223,3,-15,3,-44.0,1,-100,-100
224,3,0,1,-32.0,1,100,100
225,3,-1,1,32.0,1,100,100
226,3,-15,3,44.0,1,0,100
227,3,-5,1,44.0,1,0,-100
228,3,-15,3,-32.0,1,0,0
229,3,0,1,32.0,1,0,-100
230,3,-5,1,-32.0,1,0,100
231,3,-1,1,-32.0,1,-100,0
232,3,-3,3,-32.0,1,-100,100
233,3,-1,1,-44.0,1,100,0
234,3,0,1,-44.0,1,0,0
235,3,-5,1,32.0,1,100,-100
236,3,-3,3,44.0,1,0,0
237,3,-15,3,32.0,1,-100,0
238,3,-3,3,-44.0,1,100,100
239,3,-1,1,44.0,1,0,0
240,4,-3,3,-44.0,1,100,0
241,4,-1,1,-44.0,1,-100,100
242,4,0,1,-32.0,1,-100,0
243,4,0,1,-44.0,1,0,100
244,4,0,1,32.0,1,-100,-100
245,4,-15,3,-32.0,1,100,100
246,4,-5,1,32.0,1,100,0
247,4,-5,1,44.0,1,-100,-100
248,4,-3,3,44.0,1,0,-100
249,4,-1,1,-32.0,1,0,100
250,4,-1,1,44.0,1,100,-100
251,4,-15,3,-44.0,1,-100,0
252,4,-5,1,-32.0,1,-100,0
253,4,-3,3,-32.0,1,100,100
254,4,-1,1,32.0,1,-100,0
255,4,-15,3,32.0,1,100,0
256,4,-15,3,44.0,1,0,-100
257,4,0,1,44.0,1,-100,100
258,4,-5,1,-44.0,1,-100,100
259,4,-3,3,32.0,1,0,100
260,4,-15,3,32.0,1,100,100
261,4,-5,1,-44.0,1,100,-100
262,4,-5,1,44.0,1,-100,0
263,4,-1,1,32.0,1,0,0
264,4,0,1,32.0,1,0,0
265,4,-3,3,-32.0,1,100,-100
266,4,-1,1,-32.0,1,0,-100
267,4,-3,3,44.0,1,-100,-100
268,4,-15,3,-32.0,1,0,100
269,4,-3,3,-44.0,1,100,0
270,4,-1,1,-44.0,1,100,0
271,4,-15,3,-44.0,1,100,-100
272,4,-5,1,32.0,1,100,100
273,4,0,1,44.0,1,0,-100
274,4,0,1,-32.0,1,-100,0
275,4,0,1,-44.0,1,100,100
276,4,-5,1,-32.0,1,0,-100
277,4,-1,1,44.0,1,-100,-100
278,4,-15,3,44.0,1,-100,100
279,4,-3,3,32.0,1,100,-100
280,4,-5,1,-44.0,1,0,100
281,4,-15,3,-32.0,1,-100,-100
282,4,-1,1,-32.0,1,0,100
283,4,-3,3,-44.0,1,0,100
284,4,-15,3,44.0,1,0,0
285,4,-5,1,44.0,1,100,0
286,4,0,1,32.0,1,-100,-100
287,4,-5,1,-32.0,1,0,0
288,4,-3,3,-32.0,1,100,100
289,4,-3,3,44.0,1,-100,100
290,4,-1,1,32.0,1,-100,100
291,4,0,1,-44.0,1,100,-100
292,4,0,1,-32.0,1,100,0
293,4,0,1,44.0,1,0,100
294,4,-15,3,32.0,1,100,0
295,4,-5,1,32.0,1,-100,100
296,4,-1,1,44.0,1,100,100
297,4,-1,1,-44.0,1,-100,-100
298,4,-3,3,32.0,1,-100,0
299,4,-15,3,-44.0,1,-100,100
300,5,-3,3,44.0,1,100,0
301,5,-15,3,-44.0,1,-100,-100
302,5,-1,1,-44.0,1,-100,0
303,5,-1,1,32.0,1,0,0
304,5,-15,3,-32.0,1,-100,0
305,5,-1,1,44.0,1,100,0
306,5,-5,1,-32.0,1,0,0
307,5,-3,3,32.0,1,0,0
308,5,-5,1,44.0,1,100,100
309,5,0,1,32.0,1,-100,0
310,5,-15,3,32.0,1,0,100
311,5,-5,1,32.0,1,0,100
312,5,-3,3,-44.0,1,-100,100
313,5,0,1,44.0,1,0,100
314,5,0,1,-32.0,1,-100,-100
315,5,0,1,-44.0,1,-100,100
316,5,-5,1,-44.0,1,0,-100
317,5,-1,1,-32.0,1,100,-100
318,5,-3,3,-32.0,1,100,100
319,5,-15,3,44.0,1,0,-100
320,5,-3,3,44.0,1,0,-100
321,5,-5,1,-44.0,1,100,0
322,5,-1,1,32.0,1,0,-100
323,5,-15,3,-32.0,1,100,-100
324,5,-1,1,44.0,1,-100,100
325,5,-5,1,44.0,1,-100,-100
326,5,-15,3,-44.0,1,100,100
327,5,0,1,-32.0,1,100,100
328,5,-1,1,-32.0,1,0,100
329,5,0,1,-44.0,1,100,-100
330,5,-3,3,-32.0,1,100,-100
331,5,-1,1,-44.0,1,100,100
332,5,-15,3,32.0,1,100,-100
333,5,-15,3,44.0,1,0,0
334,5,-5,1,-32.0,1,100,-100
335,5,0,1,44.0,1,0,0
336,5,-3,3,32.0,1,0,0
337,5,-3,3,-44.0,1,-100,-100
338,5,0,1,32.0,1,0,100
339,5,-5,1,32.0,1,-100,0
340,5,-15,3,-32.0,1,-100,-100
341,5,-3,3,-32.0,1,-100,0
342,5,0,1,32.0,1,100,-100
343,5,-1,1,44.0,1,0,0
344,5,-3,3,-44.0,1,0,-100
345,5,-1,1,-44.0,1,100,100
346,5,-1,1,-32.0,1,100,0
347,5,-15,3,44.0,1,100,0
348,5,-15,3,-44.0,1,100,100
349,5,-5,1,44.0,1,0,-100
350,5,-1,1,32.0,1,100,-100
351,5,-15,3,32.0,1,0,100
352,5,-3,3,32.0,1,-100,100
353,5,0,1,-44.0,1,100,0
354,5,-5,1,32.0,1,-100,-100
355,5,0,1,44.0,1,0,0
356,5,0,1,-32.0,1,-100,0
357,5,-5,1,-32.0,1,100,-100
358,5,-5,1,-44.0,1,100,100
359,5,-3,3,44.0,1,-100,0
360,6,-5,1,44.0,1,-100,100
361,6,-3,3,32.0,1,100,100
362,6,-5,1,-32.0,1,0,100
363,6,-15,3,32.0,1,-100,100
364,6,-1,1,-44.0,1,0,100
365,6,0,1,44.0,1,-100,100
366,6,0,1,-32.0,1,100,100
367,6,-15,3,-32.0,1,-100,0
368,6,-1,1,-32.0,1,-100,0
369,6,0,1,32.0,1,0,-100
370,6,-3,3,-44.0,1,0,100
371,6,-1,1,44.0,1,-100,100
372,6,-5,1,32.0,1,100,0
373,6,-5,1,-44.0,1,0,0
374,6,-15,3,-44.0,1,0,-100
375,6,-1,1,32.0,1,0,-100
376,6,-3,3,-32.0,1,100,-100
377,6,-3,3,44.0,1,100,0
378,6,0,1,-44.0,1,0,100
379,6,-15,3,44.0,1,100,100
380,6,-15,3,32.0,1,0,-100
381,6,-1,1,32.0,1,-100,-100
382,6,-15,3,-32.0,1,100,0
383,6,-3,3,-44.0,1,-100,-100
384,6,-15,3,44.0,1,-100,100
385,6,-1,1,-44.0,1,-100,-100
386,6,-5,1,-44.0,1,100,0
387,6,0,1,32.0,1,100,0
388,6,-15,3,-44.0,1,0,100
389,6,-5,1,-32.0,1,0,-100
390,6,-1,1,-32.0,1,100,-100
391,6,-3,3,-32.0,1,100,100
392,6,-5,1,32.0,1,0,100
393,6,-1,1,44.0,1,100,0
394,6,0,1,44.0,1,100,100
395,6,0,1,-32.0,1,100,-100
396,6,-3,3,32.0,1,0,100
397,6,-3,3,44.0,1,0,0
398,6,-5,1,44.0,1,100,-100
399,6,0,1,-44.0,1,0,-100
400,6,0,1,44.0,1,-100,0
401,6,-15,3,32.0,1,-100,0
402,6,-1,1,-32.0,1,-100,0
403,6,0,1,-44.0,1,-100,100
404,6,-5,1,-44.0,1,-100,0
405,6,-1,1,32.0,1,100,100
406,6,-15,3,44.0,1,-100,-100
407,6,-15,3,-44.0,1,0,0
408,6,0,1,32.0,1,0,-100
409,6,0,1,-32.0,1,-100,100
410,6,-5,1,-32.0,1,100,100
411,6,-3,3,-32.0,1,-100,100
412,6,-3,3,32.0,1,100,-100
413,6,-15,3,-32.0,1,100,100
414,6,-5,1,32.0,1,-100,-100
415,6,-3,3,44.0,1,0,-100
416,6,-1,1,-44.0,1,0,100
417,6,-5,1,44.0,1,-100,100
418,6,-3,3,-44.0,1,-100,0
419,6,-1,1,44.0,1,0,-100
420,7,-5,1,-44.0,1,0,0
421,7,-15,3,32.0,1,-100,-100
422,7,0,1,-32.0,1,100,100
423,7,-5,1,-32.0,1,0,100
424,7,0,1,32.0,1,-100,0
425,7,0,1,44.0,1,100,-100
426,7,-5,1,44.0,1,100,0
427,7,-3,3,44.0,1,100,-100
428,7,-15,3,-44.0,1,0,100
429,7,-15,3,44.0,1,100,0
430,7,-5,1,32.0,1,0,0
431,7,-3,3,-32.0,1,-100,-100
432,7,0,1,-44.0,1,100,0
433,7,-15,3,-32.0,1,0,-100
434,7,-3,3,-44.0,1,0,100
435,7,-1,1,-44.0,1,-100,100
436,7,-1,1,32.0,1,0,0
437,7,-1,1,44.0,1,100,0
438,7,-1,1,-32.0,1,0,100
439,7,-3,3,32.0,1,100,0
440,7,-5,1,-44.0,1,100,-100
441,7,0,1,44.0,1,-100,-100
442,7,-15,3,-44.0,1,0,0
443,7,-5,1,-32.0,1,-100,100
444,7,0,1,32.0,1,0,100
445,7,-1,1,44.0,1,0,0
446,7,-3,3,32.0,1,-100,100
447,7,-5,1,32.0,1,-100,0
448,7,-3,3,-32.0,1,100,100
449,7,-15,3,44.0,1,100,-100
450,7,-1,1,-32.0,1,-100,-100
451,7,-15,3,32.0,1,-100,100
452,7,0,1,-44.0,1,0,0
453,7,-1,1,-44.0,1,0,-100
454,7,-5,1,44.0,1,0,-100
455,7,-3,3,-44.0,1,0,0
456,7,-15,3,-32.0,1,-100,0
457,7,-3,3,44.0,1,100,100
458,7,-1,1,32.0,1,100,-100
459,7,0,1,-32.0,1,0,100
460,7,0,1,-44.0,1,100,0
461,7,-5,1,44.0,1,100,100
462,7,0,1,32.0,1,-100,0
463,7,0,1,-32.0,1,0,0
464,7,0,1,44.0,1,0,-100
465,7,-15,3,-32.0,1,100,-100
466,7,-5,1,-44.0,1,-100,-100
467,7,-1,1,44.0,1,100,100
468,7,-1,1,32.0,1,-100,0
469,7,-1,1,-32.0,1,-100,-100
470,7,-3,3,-32.0,1,-100,-100
471,7,-3,3,44.0,1,0,100
472,7,-15,3,44.0,1,-100,100
473,7,-3,3,-44.0,1,100,0
474,7,-5,1,-32.0,1,100,-100
475,7,-15,3,32.0,1,-100,-100
476,7,-5,1,32.0,1,100,100
477,7,-3,3,32.0,1,-100,100
478,7,-1,1,-44.0,1,-100,100
479,7,-15,3,-44.0,1,0,100
480,8,0,1,-32.0,1,-100,-100
481,8,-15,3,-44.0,1,-100,0
482,8,-3,3,44.0,1,0,-100
483,8,-15,3,32.0,1,0,0
484,8,0,1,44.0,1,-100,100
485,8,-3,3,32.0,1,0,0
486,8,-3,3,-44.0,1,100,-100
487,8,-1,1,-32.0,1,0,-100
488,8,-1,1,32.0,1,100,-100
489,8,-3,3,-32.0,1,-100,0
490,8,-5,1,-32.0,1,-100,100
491,8,-5,1,-44.0,1,100,0
492,8,-5,1,44.0,1,0,100
493,8,0,1,-44.0,1,100,-100
494,8,-15,3,-32.0,1,100,0
495,8,-1,1,44.0,1,100,0
496,8,0,1,32.0,1,100,100
497,8,-5,1,32.0,1,0,0
498,8,-15,3,44.0,1,0,-100
499,8,-1,1,-44.0,1,100,100
500,8,-3,3,-44.0,1,-100,-100
501,8,0,1,44.0,1,0,0
502,8,-3,3,44.0,1,0,-100
503,8,-15,3,-44.0,1,100,100
504,8,0,1,-32.0,1,100,100
505,8,-5,1,-44.0,1,-100,-100
506,8,-5,1,32.0,1,100,0
507,8,-1,1,44.0,1,-100,0
508,8,-5,1,44.0,1,100,-100
509,8,-1,1,32.0,1,0,0
510,8,-1,1,-32.0,1,100,-100
511,8,0,1,32.0,1,0,100
512,8,0,1,-44.0,1,-100,0
513,8,-15,3,32.0,1,100,0
514,8,-3,3,-32.0,1,-100,100
515,8,-15,3,44.0,1,0,0
516,8,-15,3,-32.0,1,-100,100
517,8,-3,3,32.0,1,0,100
518,8,-5,1,-32.0,1,-100,0
519,8,-1,1,-44.0,1,0,0
520,8,-1,1,-44.0,1,-100,0
521,8,0,1,-44.0,1,-100,-100
522,8,-15,3,44.0,1,0,-100
523,8,0,1,44.0,1,100,0
524,8,-5,1,32.0,1,0,100
525,8,-3,3,32.0,1,100,-100
526,8,-1,1,44.0,1,0,-100
527,8,-3,3,-32.0,1,0,0
528,8,0,1,-32.0,1,-100,100
529,8,-3,3,44.0,1,100,0
530,8,-5,1,-32.0,1,0,-100
531,8,-15,3,-44.0,1,-100,0
532,8,-5,1,44.0,1,100,100
533,8,-3,3,-44.0,1,-100,0
534,8,0,1,32.0,1,0,-100
535,8,-15,3,32.0,1,100,-100
536,8,-5,1,-44.0,1,-100,-100
537,8,-1,1,-32.0,1,0,100
538,8,-1,1,32.0,1,-100,-100
539,8,-15,3,-32.0,1,-100,-100
540,9,-15,3,-44.0,1,0,100
541,9,-1,1,32.0,1,100,100
542,9,-3,3,-44.0,1,-100,100
543,9,-15,3,32.0,1,100,100
544,9,-15,3,44.0,1,100,0
545,9,-3,3,-32.0,1,100,-100
546,9,0,1,44.0,1,100,-100
547,9,-5,1,-44.0,1,-100,100
548,9,-3,3,32.0,1,-100,0
549,9,-5,1,32.0,1,0,0
550,9,-1,1,44.0,1,100,0
551,9,-3,3,44.0,1,0,100
552,9,0,1,-44.0,1,100,-100
553,9,-5,1,44.0,1,-100,100
554,9,0,1,32.0,1,100,100
555,9,-1,1,-32.0,1,-100,-100
556,9,0,1,-32.0,1,0,-100
557,9,-1,1,-44.0,1,100,0
558,9,-5,1,-32.0,1,-100,0
559,9,-15,3,-32.0,1,0,-100
560,9,0,1,-44.0,1,-100,-100
561,9,-15,3,-44.0,1,-100,0
562,9,-1,1,-32.0,1,100,-100
563,9,-5,1,-32.0,1,100,-100
564,9,-3,3,-44.0,1,0,-100
565,9,-15,3,44.0,1,-100,100
566,9,-1,1,-44.0,1,-100,0
567,9,-3,3,32.0,1,100,100
568,9,-15,3,32.0,1,-100,-100
569,9,-3,3,44.0,1,0,0
570,9,-1,1,44.0,1,0,0
571,9,0,1,32.0,1,100,0
572,9,-3,3,-32.0,1,-100,-100
573,9,-15,3,-32.0,1,0,0
574,9,-5,1,-44.0,1,0,100
575,9,-5,1,44.0,1,0,0
576,9,-1,1,32.0,1,0,-100
577,9,-5,1,32.0,1,-100,-100
578,9,0,1,-32.0,1,0,100
579,9,0,1,44.0,1,-100,0
580,9,0,1,-32.0,1,-100,100
581,9,-1,1,-44.0,1,-100,100
582,9,0,1,32.0,1,100,0
583,9,-1,1,32.0,1,0,100
584,9,0,1,-44.0,1,0,0
585,9,-5,1,44.0,1,100,0
586,9,-15,3,-44.0,1,0,100
587,9,-3,3,32.0,1,0,0
588,9,-3,3,-32.0,1,100,100
589,9,-5,1,-44.0,1,100,100
590,9,-1,1,-32.0,1,100,100
591,9,-5,1,-32.0,1,100,0
592,9,-3,3,-44.0,1,0,100
593,9,0,1,44.0,1,-100,-100
594,9,-15,3,44.0,1,100,-100
595,9,-3,3,44.0,1,0,-100
596,9,-15,3,32.0,1,-100,-100
597,9,-15,3,-32.0,1,0,-100
598,9,-1,1,44.0,1,-100,-100
599,9,-5,1,32.0,1,100,100
