"L_minus_N","loss_aversion","no_loss_aversion","sep_dist","pen_val","mult","factor","lambda","std","subject"
-4.38950679541779,879.126053312989,883.515560108407,32,5,0,5,3.56337440157,8.8106341896767,505
-37.0783500521136,810.373953445337,847.45230349745,32,5,0,5,2.02196277404,8.5966745370521,506
53.7403378641567,933.163160700217,879.42282283606,32,15,1,5,5.01368066737,13.4010852644478,403
-26.5193099188846,735.955792717686,762.475102636571,32,15,1,5,1.7609585524,7.69792802146786,404
0.0212709481278353,719.399568780526,719.378297832398,32,15,1,5,1.29009337443,9.59052824936666,405
0.79387723265063,836.524801019685,835.730923787034,32,15,1,5,1.26746182827,15.1545877510409,406
-8.25209247149598,807.517874364632,815.769966836128,32,15,1,5,3.01446901077,4.94523806638265,411
2.15326113442848,798.325390284132,796.172129149704,32,15,1,5,2.41751674568,8.84860085140018,412
29.5924678241529,955.120176485864,925.527708661711,32,15,1,5,1.41715595538,7.55758141179438,501
29.0294764353317,928.067182761273,899.037706325941,32,15,1,5,7.81125058871,8.35761148035729,502
10.2340386922597,2187.84363128493,2177.60959259267,32,15,1,5,1.85281017002,10.0822224958091,503
68.278670810739,887.522866129514,819.244195318775,32,15,1,5,1.03649046349,6.05004358197526,504
-4.11898332222472,881.444748347315,885.56373166954,32,15,1,5,3.56337440157,8.8106341896767,505
-3.41251385763348,873.947158913791,877.359672771424,32,15,1,5,2.02196277404,8.5966745370521,506
83.1463564027503,979.658177717136,896.511821314385,44,0,0,0,5.01368066737,13.4010852644478,403
15.0952570988487,859.199365365951,844.104108267102,44,0,0,0,1.7609585524,7.69792802146786,404
12.5351013805723,867.473454445512,854.93835306494,44,0,0,0,1.29009337443,9.59052824936666,405
9.93776824865654,779.561179731266,769.623411482609,44,0,0,0,1.26746182827,15.1545877510409,406
30.378214251739,892.746214304987,862.368000053248,44,0,0,0,3.01446901077,4.94523806638265,411
29.6380912419321,924.379078774631,894.740987532698,44,0,0,0,2.41751674568,8.84860085140018,412
-5.14322771082129,906.431318622264,911.574546333086,44,0,0,0,1.41715595538,7.55758141179438,501
101.900257714907,1145.09039954263,1043.19014182772,44,0,0,0,7.81125058871,8.35761148035729,502
-15.4911837453261,992.889176993995,1008.38036073932,44,0,0,0,1.85281017002,10.0822224958091,503
17.1900004001529,1020.94665692997,1003.75665652981,44,0,0,0,1.03649046349,6.05004358197526,504
80.0009347706746,1195.17468483039,1115.17375005971,44,0,0,0,3.56337440157,8.8106341896767,505
28.846068733862,923.460049752991,894.613981019129,44,0,0,0,2.02196277404,8.5966745370521,506
118.683037015003,1064.70233432968,946.019297314678,44,1,0,1,5.01368066737,13.4010852644478,403
2.38813262019778,738.102855355396,735.714722735198,44,1,0,1,1.7609585524,7.69792802146786,404
-5.07776160861977,835.545072238365,840.622833846985,44,1,0,1,1.29009337443,9.59052824936666,405
15.9335482148661,861.052137800731,845.118589585865,44,1,0,1,1.26746182827,15.1545877510409,406
-8.67249844337732,935.017363581522,943.6898620249,44,1,0,1,3.01446901077,4.94523806638265,411
27.6967835391716,894.48298636155,866.786202822378,44,1,0,1,2.41751674568,8.84860085140018,412
16.3564870658664,956.013722732671,939.657235666805,44,1,0,1,1.41715595538,7.55758141179438,501
92.7663562500016,1097.7464125352,1004.9800562852,44,1,0,1,7.81125058871,8.35761148035729,502
18.2713261612877,1001.32767324687,983.056347085587,44,1,0,1,1.85281017002,10.0822224958091,503
-9.41982044471922,956.367032050294,965.786852495013,44,1,0,1,1.03649046349,6.05004358197526,504
80.4260430856925,996.829528292288,916.403485206596,44,1,0,1,3.56337440157,8.8106341896767,505
63.3102507223431,972.346660845567,909.036410123224,44,1,0,1,2.02196277404,8.5966745370521,506
6.93905291492752,793.945320260199,787.006267345271,44,3,1,1,5.01368066737,13.4010852644478,403
-0.630676648009398,835.561929303114,836.192605951123,44,3,1,1,1.7609585524,7.69792802146786,404
-0.772395100150561,742.490446112134,743.262841212284,44,3,1,1,1.29009337443,9.59052824936666,405
-1.08279754253908,816.097618001871,817.18041554441,44,3,1,1,1.26746182827,15.1545877510409,406
-6.69446969185697,1000.33889761687,1007.03336730873,44,3,1,1,3.01446901077,4.94523806638265,411
5.81875659950913,862.85291647066,857.034159871151,44,3,1,1,2.41751674568,8.84860085140018,412
23.3581384588349,978.657077209496,955.298938750661,44,3,1,1,1.41715595538,7.55758141179438,501
39.0223654988177,993.43504674457,954.412681245753,44,3,1,1,7.81125058871,8.35761148035729,502
-13.1104939442188,940.346762829886,953.457256774104,44,3,1,1,1.85281017002,10.0822224958091,503
-4.330926967349,959.907423535827,964.238350503176,44,3,1,1,1.03649046349,6.05004358197526,504
10.9530387556762,1011.91427725425,1000.96123849858,44,3,1,1,3.56337440157,8.8106341896767,505
12.9332779924197,929.85681195787,916.92353396545,44,3,1,1,2.02196277404,8.5966745370521,506
3.20274569292485,774.280978386596,771.078232693671,44,5,0,5,5.01368066737,13.4010852644478,403
0.37996819395687,818.036536732702,817.656568538746,44,5,0,5,1.7609585524,7.69792802146786,404
13.6549315582802,735.369195952923,721.714264394643,44,5,0,5,1.29009337443,9.59052824936666,405
0.197347199701767,741.892640668204,741.695293468502,44,5,0,5,1.26746182827,15.1545877510409,406
2.32100116792526,745.926504166648,743.605502998723,44,5,0,5,3.01446901077,4.94523806638265,411
-23.1986848522791,804.029778949445,827.228463801725,44,5,0,5,2.41751674568,8.84860085140018,412
22.6943508681147,874.49560329033,851.801252422215,44,5,0,5,1.41715595538,7.55758141179438,501
0.0243285232650123,912.791519966517,912.767191443252,44,5,0,5,7.81125058871,8.35761148035729,502
-0.34133955646098,939.807828189771,940.149167746232,44,5,0,5,1.85281017002,10.0822224958091,503
21.8071048383288,850.971111131361,829.164006293033,44,5,0,5,1.03649046349,6.05004358197526,504
-2.94671493838803,855.848152548231,858.794867486619,44,5,0,5,3.56337440157,8.8106341896767,505
2.3788759700343,774.044374502471,771.665498532436,44,5,0,5,2.02196277404,8.5966745370521,506
40.7440024600519,907.142648556523,866.398646096471,44,15,1,5,5.01368066737,13.4010852644478,403
7.92324129084523,718.564249764795,710.64100847395,44,15,1,5,1.7609585524,7.69792802146786,404
-5.45828642628749,743.717454634318,749.175741060606,44,15,1,5,1.29009337443,9.59052824936666,405
2,807.239634236212,805.239634236212,44,15,1,5,1.26746182827,15.1545877510409,406
2.8997080456603,761.082433188316,758.182725142655,44,15,1,5,3.01446901077,4.94523806638265,411
-5.76523081104199,767.976091090388,773.74132190143,44,15,1,5,2.41751674568,8.84860085140018,412
7.60253153789904,951.041475992786,943.438944454887,44,15,1,5,1.41715595538,7.55758141179438,501
24.2477788032339,932.962865938844,908.71508713561,44,15,1,5,7.81125058871,8.35761148035729,502
23.7213350448145,931.86891633236,908.147581287545,44,15,1,5,1.85281017002,10.0822224958091,503
-49.0689391950482,795.022927641603,844.091866836651,44,15,1,5,1.03649046349,6.05004358197526,504
25.5484242379511,922.654568356773,897.106144118822,44,15,1,5,3.56337440157,8.8106341896767,505
-5.98345794000932,848.838245151419,854.821703091428,44,15,1,5,2.02196277404,8.5966745370521,506
